timestamp,cluster,nodes_owned,nodes_borrowed,nodes_offered,nodes_cur_cap,nodes_inuse,nodes_indemand,jobs_waiting,jobs_running,jobs_done,jobs_rerun,cores_owned,cores_cur_cap,cores_inuse,cores_indemand
69,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
70,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
71,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
72,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
73,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
74,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
75,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
76,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
77,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
78,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
79,bigdata_main,26,0,0,26,3,0,1,29,0,0,624,624,58,NA
80,bigdata_main,26,0,0,26,3,0,4,29,0,0,624,624,58,NA
81,bigdata_main,26,0,0,26,3,0,4,29,0,0,624,624,58,NA
82,bigdata_main,26,0,0,26,3,0,4,29,0,0,624,624,58,NA
83,bigdata_main,26,0,0,26,3,0,4,29,0,0,624,624,58,NA
84,bigdata_main,26,0,0,26,3,0,4,29,0,0,624,624,58,NA
85,bigdata_main,26,0,0,26,3,0,10,29,0,0,624,624,58,NA
86,bigdata_main,26,0,0,26,3,0,10,29,0,0,624,624,58,NA
87,bigdata_main,26,0,0,26,3,0,10,29,0,0,624,624,58,NA
88,bigdata_main,26,0,0,26,3,0,7,32,0,0,624,624,64,NA
89,bigdata_main,26,0,0,26,3,0,7,32,0,0,624,624,64,NA
90,bigdata_main,26,0,0,26,3,0,7,32,0,0,624,624,64,NA
91,bigdata_main,26,0,0,26,3,0,19,32,0,0,624,624,64,NA
92,bigdata_main,26,0,0,26,3,0,19,32,0,0,624,624,64,NA
93,bigdata_main,26,0,0,26,3,0,19,32,0,0,624,624,64,NA
94,bigdata_main,26,0,0,26,3,0,19,32,0,0,624,624,64,NA
95,bigdata_main,26,0,0,26,4,0,13,38,0,0,624,624,76,NA
96,bigdata_main,26,0,0,26,4,0,13,38,0,0,624,624,76,NA
97,bigdata_main,26,0,0,26,4,0,13,38,0,0,624,624,76,NA
98,bigdata_main,26,0,0,26,4,0,12,39,0,0,624,624,78,NA
99,bigdata_main,26,0,0,26,4,0,12,39,0,0,624,624,78,NA
100,bigdata_main,26,0,0,26,4,0,12,39,0,0,624,624,78,NA
101,bigdata_main,26,0,0,26,4,0,11,40,0,0,624,624,80,NA
102,bigdata_main,26,0,0,26,4,0,11,40,0,0,624,624,80,NA
103,bigdata_main,26,0,0,26,4,0,9,42,0,0,624,624,84,NA
104,bigdata_main,26,0,0,26,4,0,9,42,0,0,624,624,84,NA
105,bigdata_main,26,0,0,26,4,0,3,48,0,0,624,624,96,NA
106,bigdata_main,26,0,0,26,5,0,1,50,0,0,624,624,100,NA
107,bigdata_main,26,0,0,26,5,0,1,50,0,0,624,624,100,NA
108,bigdata_main,26,0,0,26,5,0,1,50,0,0,624,624,100,NA
109,bigdata_main,26,0,0,26,5,0,1,50,0,0,624,624,100,NA
110,bigdata_main,26,0,0,26,5,0,2,50,0,0,624,624,100,NA
111,bigdata_main,26,0,0,26,5,0,2,50,0,0,624,624,100,NA
112,bigdata_main,26,0,0,26,5,0,2,50,0,0,624,624,100,NA
113,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
114,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
115,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
116,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
117,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
118,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
119,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
120,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
121,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
122,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
123,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
124,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
125,bigdata_main,26,0,0,26,5,0,7,50,0,0,624,624,100,NA
