trace,arrival,lifespan,cores,jobid,sim,reruns,sim_start,est_end,end,lived,nodenames
trace,17875,1059,2,26520_1,sim,0,17875,18934,18934,1059,bigdata_main_node_06
trace,17925,1012,2,26643_1,sim,0,17925,18937,18937,1012,bigdata_main_node_05
trace,18228,716,2,27108_1,sim,0,18228,18944,18944,716,bigdata_main_node_10
trace,18600,350,2,27596_1,sim,0,18600,18950,18950,350,bigdata_main_node_14
trace,18597,366,2,27593_1,sim,0,18597,18963,18963,366,bigdata_main_node_14
trace,18637,333,2,27657_1,sim,0,18637,18970,18970,333,bigdata_main_node_01
trace,18412,559,2,27355_1,sim,0,18412,18971,18971,559,bigdata_main_node_03
trace,18455,517,2,27417_1,sim,0,18455,18972,18972,517,bigdata_main_node_10
trace,18656,325,2,27665_1,sim,0,18656,18981,18981,325,bigdata_main_node_12
trace,17993,991,2,26708_1,sim,0,17993,18984,18984,991,bigdata_main_node_15
trace,17995,995,2,26708_2,sim,0,17995,18990,18990,995,bigdata_main_node_15
trace,17956,1045,2,26676_1,sim,0,17956,19001,19001,1045,bigdata_main_node_10
trace,18376,625,2,27332_1,sim,0,18376,19001,19001,625,bigdata_main_node_05
trace,18362,654,2,27317_1,sim,0,18362,19016,19016,654,bigdata_main_node_02
trace,18739,295,2,27780_1,sim,0,18739,19034,19034,295,bigdata_main_node_05
trace,18434,609,2,27398_1,sim,0,18434,19043,19043,609,bigdata_main_node_03
trace,18656,392,2,27660_1,sim,0,18656,19048,19048,392,bigdata_main_node_08
trace,18589,460,2,27589_1,sim,0,18589,19049,19049,460,bigdata_main_node_14
trace,18600,453,2,27598_1,sim,0,18600,19053,19053,453,bigdata_main_node_09
trace,18698,361,2,27718_1,sim,0,18698,19059,19059,361,bigdata_main_node_14
trace,18622,453,2,27626_1,sim,0,18622,19075,19075,453,bigdata_main_node_05
trace,18488,598,2,27448_1,sim,0,18488,19086,19086,598,bigdata_main_node_10
trace,18904,203,2,27979_1,sim,0,18904,19107,19107,203,bigdata_main_node_04
trace,17090,2026,2,24486_1,sim,0,17090,19116,19116,2026,bigdata_main_node_01
trace,18653,470,2,27662_1,sim,0,18653,19123,19123,470,bigdata_main_node_06
trace,18460,675,2,27422_1,sim,0,18460,19135,19135,675,bigdata_main_node_12
trace,18240,929,2,27154_1,sim,0,18240,19169,19169,929,bigdata_main_node_16
trace,18241,932,2,27154_2,sim,0,18241,19173,19173,932,bigdata_main_node_16
trace,18937,246,2,28052_1,sim,0,18937,19183,19183,246,bigdata_main_node_11
trace,17613,1573,2,25823_1,sim,0,17613,19186,19186,1573,bigdata_main_node_05
trace,18688,519,2,27695_1,sim,0,18688,19207,19207,519,bigdata_main_node_05
trace,17600,1614,2,25788_1,sim,0,17600,19214,19214,1614,bigdata_main_node_11
trace,18403,813,2,27344_1,sim,0,18403,19216,19216,813,bigdata_main_node_03
trace,17028,2189,2,24366_1,sim,0,17028,19217,19217,2189,bigdata_main_node_03
trace,17949,1279,2,26671_1,sim,0,17949,19228,19228,1279,bigdata_main_node_02
trace,18700,529,2,27721_1,sim,0,18700,19229,19229,529,bigdata_main_node_15
trace,18566,680,2,27567_1,sim,0,18566,19246,19246,680,bigdata_main_node_08
trace,18434,861,2,27401_1,sim,0,18434,19295,19295,861,bigdata_main_node_06
trace,18696,607,2,27716_1,sim,0,18696,19303,19303,607,bigdata_main_node_06
trace,18718,600,2,27748_1,sim,0,18718,19318,19318,600,bigdata_main_node_10
trace,18719,606,2,27753_1,sim,0,18719,19325,19325,606,bigdata_main_node_10
trace,18888,449,2,27959_1,sim,0,18888,19337,19337,449,bigdata_main_node_09
trace,18523,825,2,27523_1,sim,0,18523,19348,19348,825,bigdata_main_node_05
trace,18477,877,2,27446_1,sim,0,18477,19354,19354,877,bigdata_main_node_07
trace,18362,994,2,27319_1,sim,0,18362,19356,19356,994,bigdata_main_node_08
trace,18241,1123,2,27152_1,sim,0,18241,19364,19364,1123,bigdata_main_node_16
trace,19029,336,2,28196_1,sim,0,19029,19365,19365,336,bigdata_main_node_01
trace,19045,322,2,28201_1,sim,0,19045,19367,19367,322,bigdata_main_node_03
trace,18243,1133,2,27152_2,sim,0,18243,19376,19376,1133,bigdata_main_node_16
trace,18365,1011,2,27319_2,sim,0,18365,19376,19376,1011,bigdata_main_node_10
trace,18476,923,2,27440_1,sim,0,18476,19399,19399,923,bigdata_main_node_07
trace,18753,646,2,27793_1,sim,0,18753,19399,19399,646,bigdata_main_node_05
trace,18572,830,2,27575_1,sim,0,18572,19402,19402,830,bigdata_main_node_06
trace,18617,788,2,27616_1,sim,0,18617,19405,19405,788,bigdata_main_node_03
trace,18806,602,2,27863_1,sim,0,18806,19408,19408,602,bigdata_main_node_12
trace,18715,704,2,27745_1,sim,0,18715,19419,19419,704,bigdata_main_node_16
trace,19102,317,2,28235_1,sim,0,19102,19419,19419,317,bigdata_main_node_02
trace,18655,781,2,27681_1,sim,0,18655,19436,19436,781,bigdata_main_node_06
trace,18455,986,2,27420_1,sim,0,18455,19441,19441,986,bigdata_main_node_11
trace,18717,748,2,27751_1,sim,0,18717,19465,19465,748,bigdata_main_node_16
trace,19244,228,2,28348_1,sim,0,19244,19472,19472,228,bigdata_main_node_15
trace,18844,630,2,27904_1,sim,0,18844,19474,19474,630,bigdata_main_node_02
trace,19205,281,2,28316_1,sim,0,19205,19486,19486,281,bigdata_main_node_16
trace,18484,1022,2,27451_1,sim,0,18484,19506,19506,1022,bigdata_main_node_09
trace,18720,793,2,27756_1,sim,0,18720,19513,19513,793,bigdata_main_node_10
trace,18820,702,2,27888_1,sim,0,18820,19522,19522,702,bigdata_main_node_13
trace,17707,1816,2,26017_1,sim,0,17707,19523,19523,1816,bigdata_main_node_01
trace,19227,296,2,28339_1,sim,0,19227,19523,19523,296,bigdata_main_node_09
trace,18687,851,2,27698_1,sim,0,18687,19538,19538,851,bigdata_main_node_02
trace,19226,320,2,28330_1,sim,0,19226,19546,19546,320,bigdata_main_node_09
trace,19292,263,2,28365_3,sim,0,19292,19555,19555,263,bigdata_main_node_08
trace,19293,266,2,28365_1,sim,0,19293,19559,19559,266,bigdata_main_node_05
trace,19293,272,2,28365_4,sim,0,19293,19565,19565,272,bigdata_main_node_05
trace,19294,271,2,28365_2,sim,0,19294,19565,19565,271,bigdata_main_node_05
trace,19328,244,2,28377_1,sim,0,19328,19572,19572,244,bigdata_main_node_10
trace,18887,692,2,27951_1,sim,0,18887,19579,19579,692,bigdata_main_node_12
trace,18005,1578,2,26733_1,sim,0,18005,19583,19583,1578,bigdata_main_node_15
trace,19206,382,2,28313_1,sim,0,19206,19588,19588,382,bigdata_main_node_10
trace,18886,745,2,27953_1,sim,0,18886,19631,19631,745,bigdata_main_node_10
trace,19214,490,2,28322_1,sim,0,19214,19704,19704,490,bigdata_main_node_11
trace,19214,491,2,28322_2,sim,0,19214,19705,19705,491,bigdata_main_node_10
trace,19478,263,2,28477_1,sim,0,19478,19741,19741,263,bigdata_main_node_01
trace,19216,532,2,28327_1,sim,0,19216,19748,19748,532,bigdata_main_node_03
trace,18572,1180,2,27572_1,sim,0,18572,19752,19752,1180,bigdata_main_node_06
trace,19218,534,2,28327_2,sim,0,19218,19752,19752,534,bigdata_main_node_09
trace,19080,684,2,28223_1,sim,0,19080,19764,19764,684,bigdata_main_node_15
trace,19217,557,2,28325_2,sim,0,19217,19774,19774,557,bigdata_main_node_03
trace,19547,233,2,28534_1,sim,0,19547,19780,19780,233,bigdata_main_node_09
trace,19218,565,2,28325_1,sim,0,19218,19783,19783,565,bigdata_main_node_10
trace,17704,2096,2,26011_1,sim,0,17704,19800,19800,2096,bigdata_main_node_01
trace,19082,725,2,28229_1,sim,0,19082,19807,19807,725,bigdata_main_node_02
trace,19304,509,2,28371_1,sim,0,19304,19813,19813,509,bigdata_main_node_06
trace,19568,247,2,28539_1,sim,0,19568,19815,19815,247,bigdata_main_node_08
trace,17607,2212,2,25809_1,sim,0,17607,19819,19819,2212,bigdata_main_node_09
trace,17837,1992,2,26399_3,sim,0,17837,19829,19829,1992,bigdata_main_node_08
trace,17832,1998,2,26404_2,sim,0,17832,19830,19830,1998,bigdata_main_node_08
trace,17837,1994,2,26401_3,sim,0,17837,19831,19831,1994,bigdata_main_node_04
trace,17837,1995,2,26399_1,sim,0,17837,19832,19832,1995,bigdata_main_node_08
trace,17837,1995,2,26399_2,sim,0,17837,19832,19832,1995,bigdata_main_node_08
trace,17837,1995,2,26401_2,sim,0,17837,19832,19832,1995,bigdata_main_node_08
trace,17837,1995,2,26401_4,sim,0,17837,19832,19832,1995,bigdata_main_node_04
trace,17838,1994,2,26399_4,sim,0,17838,19832,19832,1994,bigdata_main_node_04
trace,17838,1994,2,26401_1,sim,0,17838,19832,19832,1994,bigdata_main_node_04
trace,17840,1992,2,26404_4,sim,0,17840,19832,19832,1992,bigdata_main_node_04
trace,17842,1990,2,26409_1,sim,0,17842,19832,19832,1990,bigdata_main_node_04
trace,17842,1990,2,26409_3,sim,0,17842,19832,19832,1990,bigdata_main_node_12
trace,17835,1998,2,26407_2,sim,0,17835,19833,19833,1998,bigdata_main_node_08
trace,17839,1994,2,26404_1,sim,0,17839,19833,19833,1994,bigdata_main_node_04
trace,17841,1992,2,26407_4,sim,0,17841,19833,19833,1992,bigdata_main_node_04
trace,17842,1992,2,26409_2,sim,0,17842,19834,19834,1992,bigdata_main_node_04
trace,17843,1992,2,26407_1,sim,0,17843,19835,19835,1992,bigdata_main_node_12
trace,17844,1994,2,26409_4,sim,0,17844,19838,19838,1994,bigdata_main_node_12
trace,17842,1998,2,26407_3,sim,0,17842,19840,19840,1998,bigdata_main_node_04
trace,17842,1999,2,26404_3,sim,0,17842,19841,19841,1999,bigdata_main_node_04
trace,19579,266,2,28553_1,sim,0,19579,19845,19845,266,bigdata_main_node_12
trace,17735,2120,2,26114_1,sim,0,17735,19855,19855,2120,bigdata_main_node_07
trace,18709,1180,2,27743_2,sim,0,18709,19889,19889,1180,bigdata_main_node_01
trace,18710,1186,2,27743_1,sim,0,18710,19896,19896,1186,bigdata_main_node_01
trace,17793,2113,2,26319_3,sim,0,17793,19906,19906,2113,bigdata_main_node_07
trace,17800,2109,2,26319_4,sim,0,17800,19909,19909,2109,bigdata_main_node_07
trace,17799,2112,2,26319_1,sim,0,17799,19911,19911,2112,bigdata_main_node_07
trace,17800,2112,2,26319_2,sim,0,17800,19912,19912,2112,bigdata_main_node_07
trace,19714,223,2,28610_1,sim,0,19714,19937,19937,223,bigdata_main_node_10
trace,19205,733,2,28318_1,sim,0,19205,19938,19938,733,bigdata_main_node_10
trace,19681,274,2,28604_3,sim,0,19681,19955,19955,274,bigdata_main_node_18
trace,19681,274,2,28604_4,sim,0,19681,19955,19955,274,bigdata_main_node_18
trace,19680,278,2,28604_1,sim,0,19680,19958,19958,278,bigdata_main_node_18
trace,19680,279,2,28604_2,sim,0,19680,19959,19959,279,bigdata_main_node_18
trace,19781,200,2,28655_1,sim,0,19781,19981,19981,200,bigdata_main_node_06
trace,19322,667,2,28374_1,sim,0,19322,19989,19989,667,bigdata_main_node_06
trace,19766,236,2,28648_1,sim,0,19766,20002,20002,236,bigdata_main_node_03
trace,19765,256,2,28645_1,sim,0,19765,20021,20021,256,bigdata_main_node_01
trace,18796,1240,2,27850_1,sim,0,18796,20036,20036,1240,bigdata_main_node_15
trace,19554,507,2,28530_1,sim,0,19554,20061,20061,507,bigdata_main_node_16
trace,19843,221,2,28689_1,sim,0,19843,20064,20064,221,bigdata_main_node_01
trace,19876,192,2,28709_1,sim,0,19876,20068,20068,192,bigdata_main_node_15
trace,19859,236,2,28697_1,sim,0,19859,20095,20095,236,bigdata_main_node_07
trace,19225,920,2,28333_1,sim,0,19225,20145,20145,920,bigdata_main_node_09
trace,19988,209,2,28820_1,sim,0,19988,20197,20197,209,bigdata_main_node_06
trace,20032,195,2,28834_1,sim,0,20032,20227,20227,195,bigdata_main_node_12
trace,19957,279,2,28771_1,sim,0,19957,20236,20236,279,bigdata_main_node_10
trace,18776,1498,2,27821_1,sim,0,18776,20274,20274,1498,bigdata_main_node_15
trace,19956,322,2,28764_1,sim,0,19956,20278,20278,322,bigdata_main_node_10
trace,19860,427,2,28699_1,sim,0,19860,20287,20287,427,bigdata_main_node_10
trace,19781,518,2,28652_1,sim,0,19781,20299,20299,518,bigdata_main_node_03
trace,20115,199,2,28865_1,sim,0,20115,20314,20314,199,bigdata_main_node_07
trace,20077,245,2,28853_1,sim,0,20077,20322,20322,245,bigdata_main_node_15
trace,19233,1102,2,28342_1,sim,0,19233,20335,20335,1102,bigdata_main_node_02
trace,19236,1103,2,28342_2,sim,0,19236,20339,20339,1103,bigdata_main_node_09
trace,20063,279,2,28846_1,sim,0,20063,20342,20342,279,bigdata_main_node_16
trace,20063,279,2,28846_2,sim,0,20063,20342,20342,279,bigdata_main_node_18
trace,20064,279,2,28846_4,sim,0,20064,20343,20343,279,bigdata_main_node_18
trace,20064,284,2,28846_3,sim,0,20064,20348,20348,284,bigdata_main_node_01
trace,19921,431,2,28735_1,sim,0,19921,20352,20352,431,bigdata_main_node_07
trace,20049,308,2,28840_1,sim,0,20049,20357,20357,308,bigdata_main_node_15
trace,20139,222,2,28884_1,sim,0,20139,20361,20361,222,bigdata_main_node_08
trace,19921,442,2,28728_1,sim,0,19921,20363,20363,442,bigdata_main_node_07
trace,20201,190,2,28904_1,sim,0,20201,20391,20391,190,bigdata_main_node_06
trace,19595,803,2,28565_1,sim,0,19595,20398,20398,803,bigdata_main_node_16
trace,19540,867,2,28521_1,sim,0,19540,20407,20407,867,bigdata_main_node_06
trace,17701,2724,2,26005_1,sim,0,17701,20425,20425,2724,bigdata_main_node_01
trace,18773,1655,2,27819_1,sim,0,18773,20428,20428,1655,bigdata_main_node_11
trace,18773,1655,2,27819_2,sim,0,18773,20428,20428,1655,bigdata_main_node_15
trace,18777,1665,2,27819_4,sim,0,18777,20442,20442,1665,bigdata_main_node_15
trace,18781,1663,2,27819_3,sim,0,18781,20444,20444,1663,bigdata_main_node_15
trace,20021,431,2,28827_3,sim,0,20021,20452,20452,431,bigdata_main_node_01
trace,20022,432,2,28827_4,sim,0,20022,20454,20454,432,bigdata_main_node_12
trace,20019,436,2,28827_2,sim,0,20019,20455,20455,436,bigdata_main_node_03
trace,20020,435,2,28827_1,sim,0,20020,20455,20455,435,bigdata_main_node_06
trace,20251,204,2,28930_2,sim,0,20251,20455,20455,204,bigdata_main_node_04
trace,20251,204,2,28935_2,sim,0,20251,20455,20455,204,bigdata_main_node_04
trace,20247,209,2,28930_4,sim,0,20247,20456,20456,209,bigdata_main_node_04
trace,20251,205,2,28930_3,sim,0,20251,20456,20456,205,bigdata_main_node_04
trace,20246,212,2,28935_3,sim,0,20246,20458,20458,212,bigdata_main_node_04
trace,20252,206,2,28935_4,sim,0,20252,20458,20458,206,bigdata_main_node_04
trace,20251,208,2,28935_1,sim,0,20251,20459,20459,208,bigdata_main_node_04
trace,20252,211,2,28930_1,sim,0,20252,20463,20463,211,bigdata_main_node_04
trace,20266,205,2,28942_1,sim,0,20266,20471,20471,205,bigdata_main_node_04
trace,20238,263,2,28927_1,sim,0,20238,20501,20501,263,bigdata_main_node_10
trace,20312,217,2,28957_1,sim,0,20312,20529,20529,217,bigdata_main_node_03
trace,20337,242,2,28965_1,sim,0,20337,20579,20579,242,bigdata_main_node_02
trace,20393,202,2,29007_1,sim,0,20393,20595,20595,202,bigdata_main_node_01
trace,20190,408,2,28895_2,sim,0,20190,20598,20598,408,bigdata_main_node_09
trace,20190,408,2,28895_3,sim,0,20190,20598,20598,408,bigdata_main_node_08
trace,20191,408,2,28895_4,sim,0,20191,20599,20599,408,bigdata_main_node_08
trace,20191,409,2,28895_1,sim,0,20191,20600,20600,409,bigdata_main_node_08
trace,20394,227,2,29014_1,sim,0,20394,20621,20621,227,bigdata_main_node_06
trace,20050,584,2,28842_1,sim,0,20050,20634,20634,584,bigdata_main_node_12
trace,20050,585,2,28842_4,sim,0,20050,20635,20635,585,bigdata_main_node_18
trace,20050,586,2,28842_2,sim,0,20050,20636,20636,586,bigdata_main_node_12
trace,20054,590,2,28842_3,sim,0,20054,20644,20644,590,bigdata_main_node_18
trace,20201,469,2,28910_1,sim,0,20201,20670,20670,469,bigdata_main_node_08
trace,20465,210,2,29070_1,sim,0,20465,20675,20675,210,bigdata_main_node_01
trace,19073,1606,2,28221_3,sim,0,19073,20679,20679,1606,bigdata_main_node_12
trace,19074,1607,2,28221_4,sim,0,19074,20681,20681,1607,bigdata_main_node_15
trace,19073,1614,2,28221_1,sim,0,19073,20687,20687,1614,bigdata_main_node_12
trace,19072,1626,2,28221_2,sim,0,19072,20698,20698,1626,bigdata_main_node_08
trace,18403,2303,2,27349_1,sim,0,18403,20706,20706,2303,bigdata_main_node_03
trace,18403,2303,2,27349_2,sim,0,18403,20706,20706,2303,bigdata_main_node_03
trace,18404,2302,2,27349_4,sim,0,18404,20706,20706,2302,bigdata_main_node_08
trace,20493,222,2,29118_1,sim,0,20493,20715,20715,222,bigdata_main_node_03
trace,18408,2312,2,27349_3,sim,0,18408,20720,20720,2312,bigdata_main_node_03
trace,20508,217,2,29138_1,sim,0,20508,20725,20725,217,bigdata_main_node_08
trace,20229,506,2,28917_1,sim,0,20229,20735,20735,506,bigdata_main_node_12
trace,20524,265,2,29163_1,sim,0,20524,20789,20789,265,bigdata_main_node_09
trace,19594,1256,2,28560_1,sim,0,19594,20850,20850,1256,bigdata_main_node_15
trace,20282,582,2,28944_1,sim,0,20282,20864,20864,582,bigdata_main_node_10
trace,20282,582,2,28944_2,sim,0,20282,20864,20864,582,bigdata_main_node_15
trace,17676,3195,2,25968_1,sim,0,17676,20871,20871,3195,bigdata_main_node_01
trace,20201,676,2,28913_1,sim,0,20201,20877,20877,676,bigdata_main_node_08
trace,20702,229,2,29416_1,sim,0,20702,20931,20931,229,bigdata_main_node_10
trace,20747,195,2,29460_1,sim,0,20747,20942,20942,195,bigdata_main_node_10
trace,20702,302,2,29411_1,sim,0,20702,21004,21004,302,bigdata_main_node_09
trace,18531,2477,2,27537_1,sim,0,18531,21008,21008,2477,bigdata_main_node_06
trace,18531,2477,2,27537_2,sim,0,18531,21008,21008,2477,bigdata_main_node_15
trace,18532,2490,2,27537_3,sim,0,18532,21022,21022,2490,bigdata_main_node_03
trace,18533,2489,2,27537_4,sim,0,18533,21022,21022,2489,bigdata_main_node_03
trace,20448,591,2,29052_1,sim,0,20448,21039,21039,591,bigdata_main_node_01
trace,20785,269,2,29566_1,sim,0,20785,21054,21054,269,bigdata_main_node_16
trace,20695,377,2,29413_1,sim,0,20695,21072,21072,377,bigdata_main_node_01
trace,20601,516,2,29245_1,sim,0,20601,21117,21117,516,bigdata_main_node_01
trace,18585,2564,2,27583_1,sim,0,18585,21149,21149,2564,bigdata_main_node_06
trace,19921,1252,2,28725_2,sim,0,19921,21173,21173,1252,bigdata_main_node_07
trace,19653,1525,2,28589_1,sim,0,19653,21178,21178,1525,bigdata_main_node_05
trace,19653,1525,2,28589_4,sim,0,19653,21178,21178,1525,bigdata_main_node_05
trace,19921,1258,2,28725_1,sim,0,19921,21179,21179,1258,bigdata_main_node_09
trace,19653,1527,2,28589_3,sim,0,19653,21180,21180,1527,bigdata_main_node_05
trace,19650,1535,2,28589_2,sim,0,19650,21185,21185,1535,bigdata_main_node_05
trace,21009,209,2,29757_1,sim,0,21009,21218,21218,209,bigdata_main_node_01
trace,19664,1687,2,28592_1,sim,0,19664,21351,21351,1687,bigdata_main_node_18
trace,19538,1823,2,28513_1,sim,0,19538,21361,21361,1823,bigdata_main_node_09
trace,20612,762,2,29279_1,sim,0,20612,21374,21374,762,bigdata_main_node_02
trace,20612,762,2,29279_2,sim,0,20612,21374,21374,762,bigdata_main_node_03
trace,21072,304,2,29962_1,sim,0,21072,21376,21376,304,bigdata_main_node_01
trace,21239,205,2,30303_1,sim,0,21239,21444,21444,205,bigdata_main_node_06
trace,21323,224,2,30475_1,sim,0,21323,21547,21547,224,bigdata_main_node_05
trace,21072,490,2,29965_1,sim,0,21072,21562,21562,490,bigdata_main_node_06
trace,21408,199,2,30641_1,sim,0,21408,21607,21607,199,bigdata_main_node_02
trace,21092,571,2,29998_1,sim,0,21092,21663,21663,571,bigdata_main_node_16
trace,21033,636,2,29844_1,sim,0,21033,21669,21669,636,bigdata_main_node_09
trace,21365,313,2,30552_1,sim,0,21365,21678,21678,313,bigdata_main_node_09
trace,20524,1170,2,29168_1,sim,0,20524,21694,21694,1170,bigdata_main_node_11
trace,21470,239,2,30737_1,sim,0,21470,21709,21709,239,bigdata_main_node_06
trace,21296,492,2,30403_1,sim,0,21296,21788,21788,492,bigdata_main_node_01
trace,21568,222,2,30956_1,sim,0,21568,21790,21790,222,bigdata_main_node_12
trace,21562,238,2,30949_1,sim,0,21562,21800,21800,238,bigdata_main_node_06
trace,19191,2613,2,28310_1,sim,0,19191,21804,21804,2613,bigdata_main_node_01
trace,19191,2614,2,28310_2,sim,0,19191,21805,21805,2614,bigdata_main_node_04
trace,19192,2614,2,28310_4,sim,0,19192,21806,21806,2614,bigdata_main_node_06
trace,19193,2613,2,28310_6,sim,0,19193,21806,21806,2613,bigdata_main_node_11
trace,19195,2618,2,28310_3,sim,0,19195,21813,21813,2618,bigdata_main_node_12
trace,19195,2623,2,28310_5,sim,0,19195,21818,21818,2623,bigdata_main_node_16
trace,21365,457,2,30555_1,sim,0,21365,21822,21822,457,bigdata_main_node_05
trace,21296,538,2,30400_1,sim,0,21296,21834,21834,538,bigdata_main_node_07
trace,21296,538,2,30400_2,sim,0,21296,21834,21834,538,bigdata_main_node_09
trace,21550,293,2,30943_1,sim,0,21550,21843,21843,293,bigdata_main_node_05
trace,19595,2254,2,28563_1,sim,0,19595,21849,21849,2254,bigdata_main_node_16
trace,19886,1964,2,28715_1,sim,0,19886,21850,21850,1964,bigdata_main_node_09
trace,18798,3056,2,27853_1,sim,0,18798,21854,21854,3056,bigdata_main_node_13
trace,21542,329,2,30915_1,sim,0,21542,21871,21871,329,bigdata_main_node_12
trace,21397,478,2,30624_1,sim,0,21397,21875,21875,478,bigdata_main_node_01
trace,18803,3087,2,27861_1,sim,0,18803,21890,21890,3087,bigdata_main_node_13
trace,21713,184,2,31207_1,sim,0,21713,21897,21897,184,bigdata_main_node_06
trace,18802,3097,2,27861_3,sim,0,18802,21899,21899,3097,bigdata_main_node_13
trace,18804,3096,2,27861_2,sim,0,18804,21900,21900,3096,bigdata_main_node_03
trace,19040,2876,2,28199_2,sim,0,19040,21916,21916,2876,bigdata_main_node_06
trace,19040,2878,2,28199_1,sim,0,19040,21918,21918,2878,bigdata_main_node_03
trace,19040,2880,2,28199_3,sim,0,19040,21920,21920,2880,bigdata_main_node_06
trace,21477,482,2,30739_1,sim,0,21477,21959,21959,482,bigdata_main_node_05
trace,19512,2469,2,28508_1,sim,0,19512,21981,21981,2469,bigdata_main_node_11
trace,19514,2471,2,28508_2,sim,0,19514,21985,21985,2471,bigdata_main_node_15
trace,19541,2446,2,28524_1,sim,0,19541,21987,21987,2446,bigdata_main_node_06
trace,19543,2447,2,28524_3,sim,0,19543,21990,21990,2447,bigdata_main_node_07
trace,19517,2474,2,28508_3,sim,0,19517,21991,21991,2474,bigdata_main_node_02
trace,19543,2448,2,28526_1,sim,0,19543,21991,21991,2448,bigdata_main_node_10
trace,19544,2447,2,28526_2,sim,0,19544,21991,21991,2447,bigdata_main_node_10
trace,19544,2447,2,28526_3,sim,0,19544,21991,21991,2447,bigdata_main_node_10
trace,19541,2452,2,28524_2,sim,0,19541,21993,21993,2452,bigdata_main_node_07
trace,19574,2422,2,28549_1,sim,0,19574,21996,21996,2422,bigdata_main_node_10
trace,19575,2421,2,28549_2,sim,0,19575,21996,21996,2421,bigdata_main_node_16
trace,19576,2422,2,28549_3,sim,0,19576,21998,21998,2422,bigdata_main_node_16
trace,19595,2407,2,28569_3,sim,0,19595,22002,22002,2407,bigdata_main_node_05
trace,19848,2154,2,28691_1,sim,0,19848,22002,22002,2154,bigdata_main_node_02
trace,19595,2411,2,28569_2,sim,0,19595,22006,22006,2411,bigdata_main_node_05
trace,19660,2346,2,28595_1,sim,0,19660,22006,22006,2346,bigdata_main_node_18
trace,19589,2419,2,28569_1,sim,0,19589,22008,22008,2419,bigdata_main_node_10
trace,19666,2347,2,28595_2,sim,0,19666,22013,22013,2347,bigdata_main_node_18
trace,19666,2347,2,28595_3,sim,0,19666,22013,22013,2347,bigdata_main_node_18
trace,21693,322,2,31193_1,sim,0,21693,22015,22015,322,bigdata_main_node_02
trace,19704,2314,2,28607_2,sim,0,19704,22018,22018,2314,bigdata_main_node_18
trace,19704,2314,2,28607_3,sim,0,19704,22018,22018,2314,bigdata_main_node_18
trace,19704,2315,2,28607_1,sim,0,19704,22019,22019,2315,bigdata_main_node_11
trace,21557,471,2,30946_1,sim,0,21557,22028,22028,471,bigdata_main_node_12
trace,19905,2134,2,28720_1,sim,0,19905,22039,22039,2134,bigdata_main_node_01
trace,19905,2134,2,28720_2,sim,0,19905,22039,22039,2134,bigdata_main_node_01
trace,19906,2133,2,28720_3,sim,0,19906,22039,22039,2133,bigdata_main_node_07
trace,21535,506,2,30918_1,sim,0,21535,22041,22041,506,bigdata_main_node_12
trace,21296,790,2,30406_1,sim,0,21296,22086,22086,790,bigdata_main_node_01
trace,21037,1051,2,29831_1,sim,0,21037,22088,22088,1051,bigdata_main_node_09
trace,21038,1050,2,29831_2,sim,0,21038,22088,22088,1050,bigdata_main_node_07
trace,21038,1050,2,29831_3,sim,0,21038,22088,22088,1050,bigdata_main_node_07
trace,21044,1044,2,29847_1,sim,0,21044,22088,22088,1044,bigdata_main_node_06
trace,21044,1044,2,29847_2,sim,0,21044,22088,22088,1044,bigdata_main_node_06
trace,21044,1044,2,29847_3,sim,0,21044,22088,22088,1044,bigdata_main_node_06
trace,22009,198,2,31642_1,sim,0,22009,22207,22207,198,bigdata_main_node_11
trace,21590,754,2,30979_1,sim,0,21590,22344,22344,754,bigdata_main_node_12
trace,21590,754,2,30979_2,sim,0,21590,22344,22344,754,bigdata_main_node_03
trace,21868,501,2,31433_1,sim,0,21868,22369,22369,501,bigdata_main_node_01
trace,19849,2541,2,28694_1,sim,0,19849,22390,22390,2541,bigdata_main_node_06
trace,21830,574,2,31360_1,sim,0,21830,22404,22404,574,bigdata_main_node_01
trace,21925,504,2,31492_1,sim,0,21925,22429,22429,504,bigdata_main_node_01
trace,19538,2895,2,28516_1,sim,0,19538,22433,22433,2895,bigdata_main_node_13
trace,22309,192,2,32097_1,sim,0,22309,22501,22501,192,bigdata_main_node_01
trace,19081,3453,2,28226_1,sim,0,19081,22534,22534,3453,bigdata_main_node_02
trace,21040,1494,2,29841_1,sim,0,21040,22534,22534,1494,bigdata_main_node_10
trace,21535,1001,2,30921_1,sim,0,21535,22536,22536,1001,bigdata_main_node_12
trace,21942,647,2,31522_1,sim,0,21942,22589,22589,647,bigdata_main_node_12
trace,21033,1610,2,29838_2,sim,0,21033,22643,22643,1610,bigdata_main_node_16
trace,21040,1610,2,29838_1,sim,0,21040,22650,22650,1610,bigdata_main_node_07
trace,21040,1610,2,29838_3,sim,0,21040,22650,22650,1610,bigdata_main_node_10
trace,21040,1610,2,29838_4,sim,0,21040,22650,22650,1610,bigdata_main_node_10
trace,19916,2739,2,28723_1,sim,0,19916,22655,22655,2739,bigdata_main_node_09
trace,22248,414,2,32024_1,sim,0,22248,22662,22662,414,bigdata_main_node_11
trace,22523,183,2,32430_1,sim,0,22523,22706,22706,183,bigdata_main_node_02
trace,22334,508,2,32142_1,sim,0,22334,22842,22842,508,bigdata_main_node_01
