32497,235,6,605.0
32506,234,6,606.0
32526,240,6,608.0
32535,238,6,609.0
32544,237,6,610.0
32572,324,6,612.0
32591,289,6,613.0
32600,241,6,614.0
32619,397,6,616.0
32628,288,6,617.0
32636,233,6,618.0
32655,325,6,620.0
32665,233,6,621.0
32674,236,6,622.0
32693,301,2,624.0
32702,224,1,625.0
32712,225,1,626.0
32731,223,1,628.0
