original_trace_values,,,,,Simulation_recorded_values,,
start_time,lifespan,cores,ram,jobid,sim_start_time,actual_cores_allocated,sim_end_time,sim_lifespan,actual_cores_released
39184,2382.0,8.0,14.0,1120.0,39184,8.0,41566,2382,8.0
39928,2047.0,2.0,3.5,1145.0,39928,2.0,41975,2047,2.0
39936,2041.0,2.0,3.5,1147.0,39936,2.0,41977,2041,2.0
39920,2058.0,8.0,14.0,1144.0,39920,8.0,41978,2058,8.0
39944,2035.0,8.0,14.0,1148.0,39944,8.0,41979,2035,8.0
39952,2029.0,1.0,2.0,1150.0,39952,1.0,41981,2029,1.0
39960,2028.0,8.0,14.0,1151.0,39960,8.0,41988,2028,8.0
39968,2022.0,1.0,2.0,1153.0,39968,1.0,41990,2022,1.0
39975,2017.0,4.0,7.0,1154.0,39975,4.0,41992,2017,4.0
39991,2004.0,1.0,2.0,1157.0,39991,1.0,41995,2004,1.0
39983,2017.0,1.0,2.0,1156.0,39983,1.0,42000,2017,1.0
39904,2107.0,4.0,7.0,1141.0,39904,4.0,42011,2107,4.0
39912,2101.0,1.0,2.0,1142.0,39912,1.0,42013,2101,1.0
40622,1975.0,4.0,7.0,1163.0,40622,4.0,42597,1975,4.0
40614,1987.0,2.0,3.5,1162.0,40614,2.0,42601,1987,2.0
40599,2004.0,2.0,3.5,1159.0,40599,2.0,42603,2004,2.0
40607,1998.0,2.0,3.5,1160.0,40607,2.0,42605,1998,2.0
40630,1975.0,1.0,2.0,1165.0,40630,1.0,42605,1975,1.0
40638,1969.0,1.0,2.0,1166.0,40638,1.0,42607,1969,1.0
40646,1969.0,2.0,3.5,1168.0,40646,2.0,42615,1969,2.0
40654,1963.0,8.0,14.0,1169.0,40654,8.0,42617,1963,8.0
40662,1957.0,8.0,14.0,1171.0,40662,8.0,42619,1957,8.0
40669,1951.0,8.0,14.0,1172.0,40669,8.0,42620,1951,8.0
40677,1951.0,2.0,3.5,1174.0,40677,2.0,42628,1951,2.0
40685,1944.0,8.0,14.0,1175.0,40685,8.0,42629,1944,8.0
